bikeid,ride_count(次),total_distance(km),avg_distance(km),total_duration(min),avg_duration(min)
2674,1,1.41,1.41,11.0,11.0
2679,2,3.34,1.67,40.0,20.0
2683,2,1.37,0.68,7.0,3.5
2690,2,2.66,1.33,16.0,8.0
2692,1,0.93,0.93,8.0,8.0
2702,3,22.01,7.34,145.0,48.33
2706,1,0.56,0.56,4.0,4.0
2710,2,4.11,2.06,34.0,17.0
2714,3,4.4,1.47,37.0,12.33
2718,2,9.05,4.53,106.0,53.0
2726,2,1.45,0.73,37.0,18.5
2729,1,1.52,1.52,12.0,12.0
2730,1,0.8,0.8,9.0,9.0
2732,1,0.67,0.67,4.0,4.0
2735,1,0.67,0.67,8.0,8.0
2739,1,1.24,1.24,10.0,10.0
2742,3,1.24,0.41,12.0,4.0
2743,1,0.94,0.94,13.0,13.0
2744,1,2.06,2.06,15.0,15.0
2751,1,0.45,0.45,4.0,4.0
2759,1,0.5,0.5,3.0,3.0
2764,1,1.46,1.46,8.0,8.0
2781,1,1.34,1.34,45.0,45.0
2795,1,2.4,2.4,26.0,26.0
2799,2,2.13,1.07,19.0,9.5
2803,1,0.45,0.45,8.0,8.0
2804,1,3.07,3.07,40.0,40.0
2810,2,2.99,1.49,25.0,12.5
2827,1,1.55,1.55,15.0,15.0
2835,1,0.53,0.53,4.0,4.0
2846,1,2.32,2.32,23.0,23.0
2848,3,2.6,0.87,70.0,23.33
2850,2,1.09,0.54,11.0,5.5
2851,1,0.49,0.49,45.0,45.0
2853,1,1.71,1.71,15.0,15.0
2855,2,2.93,1.46,17.0,8.5
2862,2,4.38,2.19,27.0,13.5
2863,1,0.22,0.22,2.0,2.0
2864,1,0.94,0.94,6.0,6.0
2866,1,0.58,0.58,11.0,11.0
2867,1,1.17,1.17,8.0,8.0
2873,1,1.25,1.25,13.0,13.0
2877,4,4.67,1.17,40.0,10.0
2880,1,0.61,0.61,4.0,4.0
2891,1,3.04,3.04,51.0,51.0
2902,1,0.53,0.53,10.0,10.0
2903,5,6.63,1.33,88.0,17.6
2907,1,1.22,1.22,8.0,8.0
2910,1,0.56,0.56,6.0,6.0
2913,2,2.51,1.26,18.0,9.0
2915,2,2.03,1.02,18.0,9.0
2920,1,2.56,2.56,24.0,24.0
2921,1,3.34,3.34,31.0,31.0
2926,1,0.5,0.5,6.0,6.0
2928,1,1.59,1.59,17.0,17.0
2930,1,0.88,0.88,8.0,8.0
2931,1,1.05,1.05,7.0,7.0
2933,3,3.96,1.32,63.0,21.0
2936,1,0.38,0.38,3.0,3.0
2941,1,1.96,1.96,13.0,13.0
2946,1,0.92,0.92,5.0,5.0
2948,2,1.6,0.8,19.0,9.5
2949,1,0.73,0.73,5.0,5.0
2950,1,1.93,1.93,14.0,14.0
2951,2,1.32,0.66,23.0,11.5
2961,2,1.41,0.7,12.0,6.0
2966,1,1.2,1.2,12.0,12.0
2967,1,0.69,0.69,11.0,11.0
2969,1,0.88,0.88,10.0,10.0
2975,1,2.47,2.47,21.0,21.0
2976,1,1.07,1.07,19.0,19.0
2978,2,2.26,1.13,20.0,10.0
2989,1,2.23,2.23,28.0,28.0
2992,1,1.58,1.58,8.0,8.0
3005,2,1.02,0.51,10.0,5.0
3010,1,1.31,1.31,14.0,14.0
3015,1,0.52,0.52,8.0,8.0
3021,2,2.3,1.15,21.0,10.5
3022,1,1.3,1.3,12.0,12.0
3024,1,2.93,2.93,31.0,31.0
3030,1,1.07,1.07,12.0,12.0
3035,1,0.59,0.59,12.0,12.0
3043,1,1.22,1.22,9.0,9.0
3045,1,1.49,1.49,12.0,12.0
3050,1,0.4,0.4,6.0,6.0
3060,2,2.4,1.2,46.0,23.0
3061,1,1.25,1.25,12.0,12.0
3064,3,6.06,2.02,44.0,14.67
3067,2,2.57,1.29,21.0,10.5
3069,4,7.89,1.97,65.0,16.25
3077,1,0.29,0.29,3.0,3.0
3079,2,2.36,1.18,16.0,8.0
3087,3,2.05,0.68,19.0,6.33
3093,1,2.78,2.78,27.0,27.0
3101,1,1.81,1.81,15.0,15.0
3102,1,1.34,1.34,10.0,10.0
3105,1,4.26,4.26,45.0,45.0
3107,1,5.25,5.25,39.0,39.0
3110,1,0.62,0.62,12.0,12.0
3115,1,1.05,1.05,39.0,39.0
3116,4,11.44,2.86,97.0,24.25
3122,2,1.6,0.8,19.0,9.5
3123,1,0.52,0.52,5.0,5.0
3124,1,0.53,0.53,35.0,35.0
3131,1,0.78,0.78,6.0,6.0
3134,1,0.53,0.53,4.0,4.0
3136,1,1.01,1.01,8.0,8.0
3145,1,4.16,4.16,28.0,28.0
3150,1,1.15,1.15,8.0,8.0
3152,1,1.25,1.25,12.0,12.0
3158,1,1.14,1.14,10.0,10.0
3160,1,2.18,2.18,25.0,25.0
3163,3,2.04,0.68,14.0,4.67
3164,2,1.66,0.83,12.0,6.0
3166,1,2.45,2.45,23.0,23.0
3168,1,0.8,0.8,9.0,9.0
3170,1,5.39,5.39,38.0,38.0
3187,2,5.68,2.84,67.0,33.5
3192,1,1.52,1.52,18.0,18.0
3199,1,5.63,5.63,35.0,35.0
3202,2,1.78,0.89,17.0,8.5
3203,1,0.92,0.92,11.0,11.0
3210,2,4.19,2.09,32.0,16.0
3212,1,0.69,0.69,20.0,20.0
3213,1,3.34,3.34,37.0,37.0
3214,1,0.7,0.7,5.0,5.0
3215,1,0.24,0.24,78.0,78.0
3219,1,0.74,0.74,7.0,7.0
3220,1,0.4,0.4,3.0,3.0
3222,2,2.07,1.04,22.0,11.0
3230,1,1.35,1.35,20.0,20.0
3231,1,0.88,0.88,8.0,8.0
3232,1,0.65,0.65,29.0,29.0
3241,4,4.68,1.17,40.0,10.0
3251,1,2.1,2.1,17.0,17.0
3252,1,1.86,1.86,12.0,12.0
3253,2,4.82,2.41,48.0,24.0
3254,1,0.56,0.56,7.0,7.0
3258,1,0.4,0.4,5.0,5.0
3264,1,1.88,1.88,16.0,16.0
3266,2,2.68,1.34,19.0,9.5
3267,1,4.83,4.83,41.0,41.0
3268,1,4.22,4.22,22.0,22.0
3274,2,2.1,1.05,9.0,4.5
3277,1,0.44,0.44,4.0,4.0
3279,1,1.01,1.01,9.0,9.0
3283,1,0.22,0.22,5.0,5.0
3288,1,1.82,1.82,16.0,16.0
3289,1,0.44,0.44,5.0,5.0
3290,1,1.02,1.02,15.0,15.0
3295,1,1.86,1.86,12.0,12.0
3297,2,0.61,0.31,6.0,3.0
3301,1,1.0,1.0,56.0,56.0
3304,1,1.13,1.13,12.0,12.0
3322,1,1.1,1.1,7.0,7.0
3323,1,0.53,0.53,4.0,4.0
3325,1,0.8,0.8,14.0,14.0
3332,1,9.81,9.81,54.0,54.0
3334,1,1.53,1.53,11.0,11.0
3336,1,2.19,2.19,16.0,16.0
3340,1,1.44,1.44,8.0,8.0
3347,1,1.16,1.16,12.0,12.0
3349,1,0.15,0.15,10.0,10.0
3352,1,1.23,1.23,11.0,11.0
3355,1,1.32,1.32,10.0,10.0
3361,1,1.92,1.92,12.0,12.0
3372,1,4.32,4.32,41.0,41.0
3373,2,4.1,2.05,29.0,14.5
3374,1,2.12,2.12,18.0,18.0
3381,2,1.8,0.9,22.0,11.0
3390,1,1.57,1.57,11.0,11.0
3391,1,1.62,1.62,21.0,21.0
3395,1,0.22,0.22,23.0,23.0
3397,1,0.29,0.29,6.0,6.0
3398,1,1.73,1.73,18.0,18.0
3401,1,3.23,3.23,21.0,21.0
3411,2,1.9,0.95,28.0,14.0
3412,2,1.84,0.92,30.0,15.0
3413,3,2.52,0.84,22.0,7.33
3420,1,1.02,1.02,20.0,20.0
3421,1,1.01,1.01,22.0,22.0
3423,4,5.91,1.48,64.0,16.0
3426,1,0.94,0.94,8.0,8.0
3427,1,1.49,1.49,12.0,12.0
3428,1,0.38,0.38,18.0,18.0
3429,1,0.7,0.7,5.0,5.0
3436,1,0.38,0.38,4.0,4.0
3438,4,17.32,4.33,91.0,22.75
3440,1,5.99,5.99,53.0,53.0
3443,1,2.89,2.89,25.0,25.0
3451,1,2.38,2.38,24.0,24.0
3454,1,1.47,1.47,34.0,34.0
3458,2,2.34,1.17,25.0,12.5
3472,1,0.45,0.45,3.0,3.0
3475,2,3.97,1.99,30.0,15.0
3477,1,0.8,0.8,5.0,5.0
3484,1,10.72,10.72,59.0,59.0
3489,1,0.7,0.7,9.0,9.0
3491,1,2.47,2.47,26.0,26.0
3496,1,3.11,3.11,23.0,23.0
3506,1,0.24,0.24,23.0,23.0
3510,1,4.54,4.54,27.0,27.0
3513,3,5.44,1.81,46.0,15.33
3514,1,7.27,7.27,55.0,55.0
3516,1,2.83,2.83,24.0,24.0
3523,1,2.31,2.31,23.0,23.0
3524,2,1.07,0.54,18.0,9.0
3533,4,5.5,1.38,69.0,17.25
3541,1,2.37,2.37,15.0,15.0
3542,3,2.35,0.78,18.0,6.0
3543,1,0.53,0.53,4.0,4.0
3546,1,0.77,0.77,6.0,6.0
3548,1,1.13,1.13,7.0,7.0
3552,1,0.53,0.53,6.0,6.0
3554,1,1.68,1.68,11.0,11.0
3572,1,0.82,0.82,10.0,10.0
3577,1,1.3,1.3,12.0,12.0
3578,1,1.8,1.8,20.0,20.0
3582,1,1.37,1.37,13.0,13.0
3583,1,0.5,0.5,3.0,3.0
3588,1,0.24,0.24,12.0,12.0
3591,1,1.45,1.45,16.0,16.0
3593,2,1.54,0.77,13.0,6.5
3596,1,0.66,0.66,8.0,8.0
3597,1,1.17,1.17,9.0,9.0
3603,1,0.73,0.73,4.0,4.0
3604,2,1.95,0.98,174.0,87.0
3605,1,0.59,0.59,7.0,7.0
3609,1,0.4,0.4,5.0,5.0
3625,1,14.14,14.14,64.0,64.0
3633,1,3.2,3.2,19.0,19.0
3641,2,1.68,0.84,19.0,9.5
3643,2,3.84,1.92,35.0,17.5
3649,2,1.02,0.51,25.0,12.5
3650,1,0.77,0.77,13.0,13.0
3652,1,1.13,1.13,7.0,7.0
3653,1,2.25,2.25,15.0,15.0
3656,1,1.38,1.38,14.0,14.0
3658,1,2.46,2.46,14.0,14.0
3660,2,7.92,3.96,57.0,28.5
3663,3,1.03,0.34,6.0,2.0
3664,1,0.89,0.89,9.0,9.0
3669,1,4.12,4.12,28.0,28.0
3676,2,1.29,0.65,9.0,4.5
3679,2,2.8,1.4,38.0,19.0
3681,1,0.93,0.93,14.0,14.0
3686,1,0.56,0.56,5.0,5.0
3698,1,2.11,2.11,17.0,17.0
3699,4,13.64,3.41,105.0,26.25
3700,2,3.57,1.78,43.0,21.5
3701,4,7.14,1.79,101.0,25.25
3706,1,0.72,0.72,12.0,12.0
3709,1,2.35,2.35,21.0,21.0
3720,1,0.91,0.91,8.0,8.0
3725,1,0.74,0.74,6.0,6.0
3729,2,6.43,3.21,44.0,22.0
3736,2,4.66,2.33,33.0,16.5
3738,1,2.68,2.68,18.0,18.0
3740,1,0.58,0.58,3.0,3.0
3748,1,2.98,2.98,30.0,30.0
3752,1,2.76,2.76,22.0,22.0
3778,1,1.01,1.01,8.0,8.0
3780,2,1.02,0.51,9.0,4.5
3786,1,0.36,0.36,27.0,27.0
3792,1,0.82,0.82,5.0,5.0
3795,1,4.8,4.8,37.0,37.0
3798,1,1.67,1.67,14.0,14.0
3800,2,1.69,0.85,24.0,12.0
3808,1,3.66,3.66,26.0,26.0
3816,1,2.13,2.13,18.0,18.0
3817,1,0.69,0.69,5.0,5.0
3820,1,5.0,5.0,48.0,48.0
3826,1,0.58,0.58,4.0,4.0
3829,2,1.09,0.55,7.0,3.5
3831,1,0.49,0.49,4.0,4.0
3834,1,0.88,0.88,4.0,4.0
3839,2,1.66,0.83,29.0,14.5
3843,1,0.89,0.89,9.0,9.0
3847,2,2.6,1.3,14.0,7.0
3848,2,2.66,1.33,24.0,12.0
3851,1,0.58,0.58,4.0,4.0
3857,2,2.22,1.11,27.0,13.5
3858,2,1.38,0.69,11.0,5.5
3861,2,3.2,1.6,27.0,13.5
3870,1,0.45,0.45,7.0,7.0
3871,1,0.31,0.31,3.0,3.0
3873,1,0.48,0.48,4.0,4.0
3890,1,0.44,0.44,3.0,3.0
3895,1,0.45,0.45,4.0,4.0
3896,2,2.56,1.28,17.0,8.5
3897,1,1.93,1.93,13.0,13.0
3899,1,1.71,1.71,20.0,20.0
3903,3,10.95,3.65,76.0,25.33
3907,1,1.01,1.01,7.0,7.0
3908,1,1.93,1.93,20.0,20.0
3915,1,1.17,1.17,9.0,9.0
3916,1,1.25,1.25,138.0,138.0
3922,1,0.48,0.48,4.0,4.0
3928,1,2.22,2.22,20.0,20.0
3929,1,1.01,1.01,7.0,7.0
3935,1,2.13,2.13,23.0,23.0
3936,1,0.44,0.44,4.0,4.0
3945,1,0.96,0.96,47.0,47.0
3947,2,1.2,0.6,14.0,7.0
3949,1,0.79,0.79,30.0,30.0
3958,2,1.47,0.73,20.0,10.0
3960,1,0.44,0.44,4.0,4.0
3961,1,0.96,0.96,12.0,12.0
3964,2,4.61,2.31,39.0,19.5
3966,2,1.54,0.77,13.0,6.5
3968,1,0.82,0.82,5.0,5.0
3972,1,1.11,1.11,11.0,11.0
3973,1,0.72,0.72,5.0,5.0
3978,1,1.0,1.0,8.0,8.0
3980,1,0.59,0.59,5.0,5.0
3981,1,1.25,1.25,8.0,8.0
3982,3,2.56,0.85,26.0,8.67
3983,1,5.04,5.04,35.0,35.0
3985,1,0.24,0.24,29.0,29.0
3986,1,2.04,2.04,15.0,15.0
3988,1,1.4,1.4,10.0,10.0
3990,1,0.31,0.31,6.0,6.0
4003,1,0.92,0.92,10.0,10.0
4008,1,1.59,1.59,9.0,9.0
4017,1,1.32,1.32,12.0,12.0
4027,1,1.23,1.23,7.0,7.0
4028,1,1.58,1.58,12.0,12.0
4033,1,0.93,0.93,15.0,15.0
4034,1,2.8,2.8,25.0,25.0
4041,1,4.34,4.34,78.0,78.0
4045,1,0.65,0.65,5.0,5.0
4047,1,1.25,1.25,12.0,12.0
4052,2,2.97,1.48,22.0,11.0
4057,1,0.8,0.8,6.0,6.0
4060,1,0.52,0.52,5.0,5.0
4062,1,1.46,1.46,9.0,9.0
4064,1,1.16,1.16,8.0,8.0
4067,1,2.4,2.4,19.0,19.0
4070,2,5.58,2.79,51.0,25.5
4072,1,0.72,0.72,5.0,5.0
4078,1,0.52,0.52,3.0,3.0
4079,2,4.16,2.08,20.0,10.0
4080,1,1.0,1.0,9.0,9.0
4085,1,1.01,1.01,7.0,7.0
4091,1,0.58,0.58,7.0,7.0
4093,1,0.24,0.24,5.0,5.0
4095,2,1.07,0.53,11.0,5.5
4096,1,1.41,1.41,14.0,14.0
4103,2,1.57,0.79,14.0,7.0
4114,1,0.53,0.53,3.0,3.0
4116,2,9.58,4.79,129.0,64.5
4121,1,0.31,0.31,5.0,5.0
4127,1,0.8,0.8,9.0,9.0
4140,3,7.43,2.48,71.0,23.67
4143,2,0.84,0.42,7.0,3.5
4150,1,1.23,1.23,10.0,10.0
4151,1,3.72,3.72,28.0,28.0
4152,1,2.59,2.59,22.0,22.0
4154,1,2.3,2.3,19.0,19.0
4157,1,1.59,1.59,21.0,21.0
4158,1,0.48,0.48,5.0,5.0
4165,1,0.52,0.52,10.0,10.0
4173,1,2.16,2.16,19.0,19.0
4175,1,2.69,2.69,24.0,24.0
4177,1,1.06,1.06,11.0,11.0
4183,1,1.24,1.24,11.0,11.0
4184,1,0.35,0.35,4.0,4.0
4185,1,0.4,0.4,1.0,1.0
4188,2,2.19,1.1,21.0,10.5
4196,1,2.08,2.08,17.0,17.0
4197,1,0.96,0.96,6.0,6.0
4199,1,0.44,0.44,3.0,3.0
4205,1,0.4,0.4,5.0,5.0
4206,1,0.48,0.48,16.0,16.0
4212,1,1.34,1.34,12.0,12.0
4213,1,1.58,1.58,12.0,12.0
4215,2,2.26,1.13,17.0,8.5
4226,1,1.74,1.74,17.0,17.0
4229,1,1.25,1.25,10.0,10.0
4230,1,0.61,0.61,5.0,5.0
4236,1,0.72,0.72,8.0,8.0
4237,1,2.02,2.02,19.0,19.0
4241,1,0.88,0.88,12.0,12.0
4244,1,1.34,1.34,11.0,11.0
4248,1,3.56,3.56,46.0,46.0
4249,1,2.98,2.98,27.0,27.0
4251,1,0.78,0.78,8.0,8.0
4253,4,3.0,0.75,24.0,6.0
4256,1,1.68,1.68,11.0,11.0
4259,1,1.01,1.01,48.0,48.0
4260,1,7.3,7.3,69.0,69.0
4263,1,0.69,0.69,5.0,5.0
4269,1,0.96,0.96,9.0,9.0
4285,1,1.01,1.01,8.0,8.0
4286,1,0.53,0.53,3.0,3.0
4289,2,2.71,1.36,30.0,15.0
4291,1,1.01,1.01,55.0,55.0
4294,1,0.38,0.38,4.0,4.0
4302,2,1.8,0.9,17.0,8.5
4304,1,0.88,0.88,9.0,9.0
4306,1,1.28,1.28,12.0,12.0
4309,1,0.96,0.96,11.0,11.0
4310,2,4.6,2.3,37.0,18.5
4320,1,2.14,2.14,20.0,20.0
4324,1,1.07,1.07,6.0,6.0
4325,1,1.84,1.84,11.0,11.0
4326,1,0.65,0.65,5.0,5.0
4327,2,2.97,1.49,20.0,10.0
4329,1,0.58,0.58,4.0,4.0
4337,1,2.25,2.25,32.0,32.0
4338,1,0.93,0.93,6.0,6.0
4341,2,1.04,0.52,17.0,8.5
4342,1,0.22,0.22,40.0,40.0
4347,2,2.12,1.06,18.0,9.0
4353,1,0.78,0.78,4.0,4.0
4356,1,1.15,1.15,7.0,7.0
4359,1,1.52,1.52,13.0,13.0
4362,1,1.68,1.68,10.0,10.0
4371,1,0.88,0.88,5.0,5.0
4375,1,1.23,1.23,18.0,18.0
4377,2,1.6,0.8,16.0,8.0
4379,1,1.4,1.4,17.0,17.0
4380,1,1.21,1.21,9.0,9.0
4395,1,1.8,1.8,17.0,17.0
4396,1,0.91,0.91,9.0,9.0
4399,3,4.54,1.51,42.0,14.0
4400,1,0.48,0.48,5.0,5.0
4405,1,0.36,0.36,3.0,3.0
4421,1,0.62,0.62,8.0,8.0
4425,1,0.88,0.88,9.0,9.0
4434,1,3.21,3.21,22.0,22.0
4435,1,1.15,1.15,9.0,9.0
4436,1,0.45,0.45,2.0,2.0
4438,1,0.22,0.22,3.0,3.0
4444,1,1.67,1.67,20.0,20.0
4445,1,1.15,1.15,10.0,10.0
4453,1,1.24,1.24,13.0,13.0
4456,1,0.48,0.48,7.0,7.0
4458,4,2.55,0.64,21.0,5.25
4472,1,1.04,1.04,12.0,12.0
4476,1,0.88,0.88,6.0,6.0
4478,1,0.5,0.5,5.0,5.0
4483,1,3.15,3.15,24.0,24.0
4486,2,3.56,1.78,36.0,18.0
4493,1,0.91,0.91,8.0,8.0
4494,1,2.5,2.5,28.0,28.0
4500,1,3.9,3.9,23.0,23.0
4502,1,0.78,0.78,8.0,8.0
4509,2,0.61,0.31,10.0,5.0
4515,1,1.25,1.25,15.0,15.0
4518,1,3.9,3.9,59.0,59.0
4521,2,0.53,0.26,8.0,4.0
4529,1,0.96,0.96,11.0,11.0
4540,2,6.04,3.02,47.0,23.5
4546,1,3.0,3.0,19.0,19.0
4547,1,0.15,0.15,2.0,2.0
4548,1,3.05,3.05,27.0,27.0
4550,1,0.49,0.49,3.0,3.0
4551,1,4.67,4.67,40.0,40.0
4556,2,1.61,0.8,21.0,10.5
4557,1,2.32,2.32,19.0,19.0
4559,3,6.43,2.14,40.0,13.33
4564,2,3.06,1.53,31.0,15.5
4565,2,1.2,0.6,12.0,6.0
4566,1,0.22,0.22,14.0,14.0
4567,1,2.45,2.45,23.0,23.0
4569,1,0.66,0.66,4.0,4.0
4570,1,1.37,1.37,10.0,10.0
4572,3,8.04,2.68,63.0,21.0
4576,1,0.53,0.53,4.0,4.0
4579,1,1.0,1.0,8.0,8.0
4580,3,4.06,1.35,50.0,16.67
4581,1,0.67,0.67,8.0,8.0
4586,2,3.47,1.74,29.0,14.5
4591,1,0.44,0.44,6.0,6.0
4592,1,0.29,0.29,2.0,2.0
4593,1,1.37,1.37,14.0,14.0
4599,1,1.28,1.28,11.0,11.0
4600,1,1.58,1.58,13.0,13.0
4602,3,5.84,1.95,53.0,17.67
4607,1,5.4,5.4,30.0,30.0
4610,2,3.78,1.89,50.0,25.0
4612,1,2.4,2.4,25.0,25.0
4613,2,0.62,0.31,7.0,3.5
4619,2,1.39,0.69,12.0,6.0
4622,2,1.72,0.86,14.0,7.0
4629,1,0.15,0.15,60.0,60.0
4636,1,0.36,0.36,4.0,4.0
4641,1,0.24,0.24,4.0,4.0
4644,1,3.93,3.93,89.0,89.0
4649,1,1.84,1.84,13.0,13.0
4654,1,1.07,1.07,8.0,8.0
4656,2,4.55,2.27,37.0,18.5
4658,2,1.69,0.85,14.0,7.0
4659,1,2.28,2.28,17.0,17.0
4664,1,0.59,0.59,25.0,25.0
4665,2,2.06,1.03,24.0,12.0
4675,1,7.72,7.72,66.0,66.0
4679,1,1.88,1.88,24.0,24.0
4680,1,1.49,1.49,8.0,8.0
4684,1,10.63,10.63,60.0,60.0
4686,8,11.69,1.46,150.0,18.75
4689,2,1.35,0.67,9.0,4.5
4691,2,2.52,1.26,19.0,9.5
4692,2,14.37,7.18,95.0,47.5
4693,1,1.0,1.0,7.0,7.0
4698,1,1.37,1.37,21.0,21.0
4699,1,1.88,1.88,22.0,22.0
4708,1,3.5,3.5,28.0,28.0
4711,2,4.93,2.46,35.0,17.5
4721,1,1.23,1.23,10.0,10.0
4725,1,0.5,0.5,25.0,25.0
4735,1,0.48,0.48,3.0,3.0
4741,1,4.0,4.0,29.0,29.0
4744,3,2.34,0.78,23.0,7.67
4747,1,0.44,0.44,5.0,5.0
4748,1,2.78,2.78,19.0,19.0
4759,1,1.52,1.52,10.0,10.0
4764,1,1.68,1.68,17.0,17.0
4765,1,2.83,2.83,23.0,23.0
4771,1,0.53,0.53,7.0,7.0
4772,1,1.44,1.44,14.0,14.0
4776,1,5.03,5.03,46.0,46.0
4780,3,2.75,0.92,46.0,15.33
4784,1,0.35,0.35,51.0,51.0
4786,2,1.25,0.63,16.0,8.0
4791,1,1.28,1.28,10.0,10.0
4805,1,1.57,1.57,11.0,11.0
4811,1,0.22,0.22,2.0,2.0
4813,3,4.83,1.61,38.0,12.67
4814,1,0.58,0.58,6.0,6.0
4815,1,0.38,0.38,36.0,36.0
4816,2,1.35,0.67,12.0,6.0
4819,1,1.46,1.46,10.0,10.0
4823,1,0.35,0.35,6.0,6.0
4825,1,0.56,0.56,4.0,4.0
4827,1,0.96,0.96,10.0,10.0
4831,1,2.16,2.16,15.0,15.0
4838,1,0.86,0.86,10.0,10.0
4842,1,0.31,0.31,56.0,56.0
4843,1,0.52,0.52,7.0,7.0
4850,1,1.79,1.79,14.0,14.0
4854,1,2.3,2.3,13.0,13.0
4856,3,2.28,0.76,21.0,7.0
4863,2,8.98,4.49,53.0,26.5
4865,1,1.04,1.04,33.0,33.0
4867,1,3.97,3.97,35.0,35.0
4876,1,0.96,0.96,8.0,8.0
4880,1,1.9,1.9,15.0,15.0
4888,1,0.74,0.74,8.0,8.0
4889,3,2.32,0.77,64.0,21.33
4890,1,1.07,1.07,13.0,13.0
4902,2,4.64,2.32,46.0,23.0
4904,1,2.01,2.01,14.0,14.0
4907,1,6.22,6.22,45.0,45.0
4910,3,2.31,0.77,26.0,8.67
4919,1,1.93,1.93,26.0,26.0
4920,1,0.65,0.65,5.0,5.0
4933,1,2.72,2.72,23.0,23.0
4936,2,1.01,0.51,12.0,6.0
4939,2,2.11,1.05,14.0,7.0
4942,1,0.15,0.15,145.0,145.0
4946,1,0.31,0.31,3.0,3.0
4950,1,1.9,1.9,16.0,16.0
4956,2,5.16,2.58,37.0,18.5
4962,1,3.4,3.4,33.0,33.0
4969,2,1.42,0.71,17.0,8.5
4974,1,1.18,1.18,16.0,16.0
4977,2,1.53,0.76,27.0,13.5
4978,2,1.84,0.92,18.0,9.0
4987,2,4.64,2.32,48.0,24.0
4989,1,3.03,3.03,25.0,25.0
4990,1,1.4,1.4,52.0,52.0
4994,1,0.58,0.58,22.0,22.0
4998,2,1.78,0.89,12.0,6.0
5000,1,1.92,1.92,34.0,34.0
5001,1,0.8,0.8,6.0,6.0
5006,2,1.38,0.69,10.0,5.0
5007,1,3.9,3.9,26.0,26.0
5010,1,1.82,1.82,17.0,17.0
5013,1,1.15,1.15,9.0,9.0
5016,1,0.86,0.86,23.0,23.0
5018,1,0.8,0.8,8.0,8.0
5019,1,0.67,0.67,7.0,7.0
5025,1,0.83,0.83,7.0,7.0
5030,1,0.88,0.88,13.0,13.0
5031,1,1.41,1.41,13.0,13.0
5032,2,1.55,0.78,18.0,9.0
5035,1,0.8,0.8,24.0,24.0
5047,2,2.7,1.35,36.0,18.0
5056,2,1.95,0.98,15.0,7.5
5060,2,5.33,2.67,58.0,29.0
5062,2,7.83,3.91,63.0,31.5
5064,1,0.31,0.31,5.0,5.0
5070,2,7.47,3.73,77.0,38.5
5072,1,1.73,1.73,16.0,16.0
5073,1,3.66,3.66,27.0,27.0
5083,2,1.93,0.97,17.0,8.5
5088,1,1.66,1.66,11.0,11.0
5094,1,0.92,0.92,13.0,13.0
5097,1,6.18,6.18,59.0,59.0
5106,1,0.94,0.94,6.0,6.0
5108,1,1.84,1.84,24.0,24.0
5114,1,0.83,0.83,5.0,5.0
5120,1,0.91,0.91,11.0,11.0
5125,1,0.8,0.8,17.0,17.0
5127,1,0.82,0.82,7.0,7.0
5132,1,0.65,0.65,17.0,17.0
5136,1,0.45,0.45,4.0,4.0
5141,1,1.24,1.24,8.0,8.0
5155,1,10.9,10.9,84.0,84.0
5156,2,2.03,1.02,11.0,5.5
5158,1,3.23,3.23,30.0,30.0
5163,1,2.54,2.54,24.0,24.0
5166,1,3.29,3.29,35.0,35.0
5172,1,0.67,0.67,4.0,4.0
5176,1,1.79,1.79,10.0,10.0
5177,1,1.23,1.23,11.0,11.0
5185,1,0.83,0.83,9.0,9.0
5186,1,0.36,0.36,3.0,3.0
5190,1,0.78,0.78,7.0,7.0
5192,1,2.51,2.51,42.0,42.0
5201,1,0.22,0.22,3.0,3.0
5205,1,0.83,0.83,10.0,10.0
5213,1,0.8,0.8,5.0,5.0
5216,1,0.91,0.91,7.0,7.0
5217,1,0.91,0.91,5.0,5.0
5219,2,1.54,0.77,15.0,7.5
5220,1,0.8,0.8,10.0,10.0
5231,1,1.19,1.19,10.0,10.0
5238,1,1.2,1.2,10.0,10.0
5241,1,2.4,2.4,19.0,19.0
5245,2,6.0,3.0,50.0,25.0
5255,1,1.34,1.34,17.0,17.0
5256,1,2.38,2.38,23.0,23.0
5258,1,1.68,1.68,16.0,16.0
5259,1,1.19,1.19,21.0,21.0
5271,1,1.05,1.05,7.0,7.0
5272,3,9.73,3.24,70.0,23.33
5273,1,1.49,1.49,11.0,11.0
5277,1,3.12,3.12,33.0,33.0
5279,1,0.59,0.59,4.0,4.0
5282,1,0.58,0.58,13.0,13.0
5288,2,1.03,0.52,13.0,6.5
5290,1,1.17,1.17,9.0,9.0
5291,1,0.91,0.91,10.0,10.0
5292,2,6.25,3.13,47.0,23.5
5296,1,0.5,0.5,4.0,4.0
5299,1,2.13,2.13,25.0,25.0
5302,1,0.45,0.45,13.0,13.0
5304,1,4.57,4.57,41.0,41.0
5310,1,0.59,0.59,5.0,5.0
5325,1,0.83,0.83,9.0,9.0
5330,1,1.02,1.02,7.0,7.0
5331,1,7.65,7.65,59.0,59.0
5333,1,1.08,1.08,11.0,11.0
5334,1,0.58,0.58,5.0,5.0
5338,4,2.59,0.65,35.0,8.75
5342,1,1.0,1.0,6.0,6.0
5345,2,2.21,1.11,18.0,9.0
5352,1,0.86,0.86,8.0,8.0
5354,1,0.4,0.4,2.0,2.0
5356,1,0.82,0.82,10.0,10.0
5364,1,0.48,0.48,3.0,3.0
