userid,R,F,M,R_SC,F_SC,M_SC,cluster
6474,2,8,21.44,-0.406552622570476,0.5598408808327904,1.8667706358757317,0
6475,7,4,8.86,0.5419877614511579,-0.590922324999072,-0.0883629820039994,2
6476,4,7,8.55,-0.0271364689618224,0.2721500793748247,-0.1365419503301293,2
6477,1,10,12.75,-0.5962606993748027,1.1352224837487217,0.516205362475504,0
6478,1,3,9.54,-0.5962606993748027,-0.8786131264570376,0.0173199162597697,2
6479,2,6,11.54,-0.406552622570476,-0.0155407220831408,0.328151969976738,2
6480,0,8,11.15,-0.7859687761791295,0.5598408808327904,0.2675397195019294,0
6481,2,4,6.56,-0.406552622570476,-0.590922324999072,-0.4458198437785129,2
6482,4,10,14.38,-0.0271364689618224,1.1352224837487217,0.7695334862548332,0
6483,3,3,2.42,-0.2168445457661492,-0.8786131264570376,-1.0892421949726372,2
6484,2,11,10.38,-0.406552622570476,1.422913285206687,0.1478693788208966,0
6485,2,11,18.65,-0.406552622570476,1.422913285206687,1.43315992094056,0
6486,4,3,2.68,-0.0271364689618224,-0.8786131264570376,-1.0488340279894317,2
6487,11,11,15.07,1.300820068668465,1.422913285206687,0.8767705447871872,0
6488,1,7,9.4,-0.5962606993748027,0.2721500793748247,-0.0044383275004178,2
6489,0,5,5.98,-0.7859687761791295,-0.3032315235411064,-0.5359611393564336,2
6490,13,6,11.31,1.6802362222771188,-0.0155407220831408,0.2924062837992869,1
6492,4,5,13.53,-0.0271364689618224,-0.3032315235411064,0.6374298634251215,2
6493,0,15,20.48,-0.7859687761791295,2.573676491038549,1.7175712500915865,0
6494,0,8,14.79,-0.7859687761791295,0.5598408808327904,0.8332540572668115,0
6495,10,10,13.95,1.1111119918641383,1.1352224837487217,0.7027045947056848,0
6496,2,3,6.03,-0.406552622570476,-0.8786131264570376,-0.5281903380135095,2
6497,2,7,8.93,-0.406552622570476,0.2721500793748247,-0.0774838601239054,2
6498,4,9,11.58,-0.0271364689618224,0.8475316822907559,0.3343686110510775,0
6499,1,8,12.92,-0.5962606993748027,0.5598408808327904,0.5426260870414462,0
6500,2,13,14.22,-0.406552622570476,1.9982948881226184,0.7446669219574757,0
6501,5,7,10.51,0.1625716078425043,0.2721500793748247,0.1680734623124994,2
6502,2,5,3.12,-0.406552622570476,-0.3032315235411064,-0.9804509761716984,2
6503,0,10,21.69,-0.7859687761791295,1.1352224837487217,1.9056246425903525,0
6504,1,12,20.39,-0.5962606993748027,1.7106040866646526,1.7035838076743228,0
6505,7,5,6.46,0.5419877614511579,-0.3032315235411064,-0.4613614464643613,2
6506,11,4,5.04,1.300820068668465,-0.590922324999072,-0.6820522046034088,1
6507,3,7,20.17,-0.2168445457661492,0.2721500793748247,1.6693922817654565,0
6508,3,5,9.63,-0.2168445457661492,-0.3032315235411064,0.0313073586770335,2
6509,0,6,6.74,-0.7859687761791295,-0.0155407220831408,-0.4178449589439857,2
6510,1,12,18.87,-0.5962606993748027,1.7106040866646526,1.467351446849427,0
6511,5,7,6.9,0.1625716078425043,0.2721500793748247,-0.3929783946466282,2
6512,6,5,7.51,0.3522796846468311,-0.3032315235411064,-0.2981746182629529,2
6513,1,14,20.06,-0.5962606993748027,2.285985689580584,1.6522965188110228,0
6514,8,5,16.14,0.7316958382554847,-0.3032315235411064,1.0430656935257654,0
6515,6,3,3.22,0.3522796846468311,-0.8786131264570376,-0.9649093734858498,2
6516,2,6,9.75,-0.406552622570476,-0.0155407220831408,0.0499572819000515,2
6517,29,2,4.9,4.715565451146347,-1.1663039279150031,-0.7038104483635965,1
6518,3,8,11.1,-0.2168445457661492,0.5598408808327904,0.2597689181590051,0
6519,2,8,13.08,-0.406552622570476,0.5598408808327904,0.5674926513388038,0
6520,7,13,25.59,0.5419877614511579,1.9982948881226184,2.5117471473384403,0
6521,0,7,7.8,-0.7859687761791295,0.2721500793748247,-0.2531039704739926,2
6522,4,9,13.92,-0.0271364689618224,0.8475316822907559,0.6980421138999304,0
6523,3,9,19.82,-0.2168445457661492,0.8475316822907559,1.614996672364987,0
6524,5,7,8.67,0.1625716078425043,0.2721500793748247,-0.1178920271071113,2
6525,8,7,9.36,0.7316958382554847,0.2721500793748247,-0.0106549685747573,2
6526,3,21,39.88,-0.2168445457661492,4.299821299786343,4.732642171146179,0
6527,3,3,4.44,-0.2168445457661492,-0.8786131264570376,-0.7753018207184992,2
6528,27,1,0.77,4.336149297537694,-1.4539947293729687,-1.345678639289136,1
6529,1,10,16.23,-0.5962606993748027,1.1352224837487217,1.0570531359430289,0
6530,1,6,7.43,-0.5962606993748027,-0.0155407220831408,-0.3106079004116317,2
6531,2,10,16.86,-0.406552622570476,1.1352224837487217,1.1549652328638738,0
6532,2,11,30.29,-0.406552622570476,1.422913285206687,3.2422024735733155,0
6533,5,8,11.32,0.1625716078425043,0.5598408808327904,0.2939604440678717,0
6534,0,8,12.38,-0.7859687761791295,0.5598408808327904,0.4587014325378649,0
6535,0,3,3.34,-0.7859687761791295,-0.8786131264570376,-0.946259450262832,2
6536,0,10,12.73,-0.7859687761791295,1.1352224837487217,0.5130970419383344,0
6537,2,7,6.98,-0.406552622570476,0.2721500793748247,-0.3805451124979495,2
6538,1,4,3.04,-0.5962606993748027,-0.590922324999072,-0.9928842583203772,2
6539,20,6,6.75,3.008192759907406,-0.0155407220831408,-0.4162907986754008,1
6540,1,11,12.55,-0.5962606993748027,1.422913285206687,0.4851221571038072,0
6541,0,16,17.68,-0.7859687761791295,2.8613672924965146,1.2824063748878307,0
6542,21,3,8.17,3.197900836711733,-0.8786131264570376,-0.1956000405363534,1
6543,8,9,7.56,0.7316958382554847,0.8475316822907559,-0.2904038169200287,2
6544,0,19,31.52,-0.7859687761791295,3.724439696870411,3.4333641866092512,0
6545,2,6,13.75,-0.406552622570476,-0.0155407220831408,0.6716213893339881,0
6546,14,4,8.17,1.8699442990814452,-0.590922324999072,-0.1956000405363534,1
6547,2,12,22.73,-0.406552622570476,1.7106040866646526,2.067257310523176,0
6548,11,8,12.4,1.300820068668465,0.5598408808327904,0.4618097530750346,0
6549,4,10,7.47,-0.0271364689618224,1.1352224837487217,-0.3043912593372923,0
6550,3,6,9.29,-0.2168445457661492,-0.0155407220831408,-0.0215340904548512,2
6551,2,15,26.2,-0.406552622570476,2.573676491038549,2.606550923722116,0
6552,6,9,10.02,0.3522796846468311,0.8475316822907559,0.0919196091518422,0
6553,12,8,12.62,1.490528145472792,0.5598408808327904,0.4960012789839009,1
6554,2,9,18.42,-0.406552622570476,0.8475316822907559,1.397414234763109,0
6555,3,6,8.16,-0.2168445457661492,-0.0155407220831408,-0.1971542008049382,2
6556,1,7,10.0,-0.5962606993748027,0.2721500793748247,0.0888112886146725,2
6557,29,1,0.49,4.715565451146347,-1.4539947293729687,-1.3891951268095115,1
6558,0,13,25.22,-0.7859687761791295,1.9982948881226184,2.454243217400801,0
6559,0,6,8.99,-0.7859687761791295,-0.0155407220831408,-0.0681588985123963,2
6560,20,3,1.46,3.008192759907406,-0.8786131264570376,-1.238441580756782,1
6561,1,15,17.98,-0.5962606993748027,2.573676491038549,1.329031182945376,0
6562,3,5,6.75,-0.2168445457661492,-0.3032315235411064,-0.4162907986754008,2
6563,3,9,9.71,-0.2168445457661492,0.8475316822907559,0.0437406408257123,0
6564,5,10,15.4,0.1625716078425043,1.1352224837487217,0.928057833650487,0
6565,4,5,4.83,-0.0271364689618224,-0.3032315235411064,-0.7146895702436904,2
6566,2,8,18.8,-0.406552622570476,0.5598408808327904,1.4564723249693332,0
6567,11,7,7.63,1.300820068668465,0.2721500793748247,-0.2795246950399348,1
6568,0,3,2.12,-0.7859687761791295,-0.8786131264570376,-1.1358670030301825,2
6569,3,4,15.06,-0.2168445457661492,-0.590922324999072,0.8752163845186024,2
6571,16,7,11.1,2.249360452690099,0.2721500793748247,0.2597689181590051,1
6572,17,6,10.25,2.439068529494426,-0.0155407220831408,0.1276652953292936,1
6573,14,5,6.26,1.8699442990814452,-0.3032315235411064,-0.4924446518360581,1
6574,6,4,4.73,0.3522796846468311,-0.590922324999072,-0.7302311729295388,2
6575,2,6,6.73,-0.406552622570476,-0.0155407220831408,-0.4193991192125705,2
6576,8,3,4.78,0.7316958382554847,-0.8786131264570376,-0.7224603715866146,2
6577,2,12,19.03,-0.406552622570476,1.7106040866646526,1.4922180111467849,0
6578,1,12,22.69,-0.5962606993748027,1.7106040866646526,2.061040669448837,0
6579,9,8,9.79,0.9214039150598116,0.5598408808327904,0.0561739229743907,2
6580,27,2,1.9,4.336149297537694,-1.1663039279150031,-1.1700585289390488,1
6581,19,9,16.08,2.818484683103079,0.8475316822907559,1.033740731914256,1
6582,0,8,12.76,-0.7859687761791295,0.5598408808327904,0.5177595227440888,0
6583,5,4,8.79,0.1625716078425043,-0.590922324999072,-0.0992421038840933,2
6584,5,8,12.96,0.1625716078425043,0.5598408808327904,0.5488427281157858,0
6585,5,10,12.24,0.1625716078425043,1.1352224837487217,0.436943188777677,0
6586,1,8,17.12,-0.5962606993748027,0.5598408808327904,1.19537339984708,0
6587,0,16,23.86,-0.7859687761791295,2.8613672924965146,2.242877420873263,0
6588,14,6,10.48,1.8699442990814452,-0.0155407220831408,0.163410981506745,1
6589,7,6,5.86,0.5419877614511579,-0.0155407220831408,-0.5546110625794517,2
6590,9,8,11.04,0.9214039150598116,0.5598408808327904,0.2504439565474959,0
6591,2,3,3.34,-0.406552622570476,-0.8786131264570376,-0.946259450262832,2
6592,3,5,10.02,-0.2168445457661492,-0.3032315235411064,0.0919196091518422,2
6593,0,8,8.73,-0.7859687761791295,0.5598408808327904,-0.1085670654956022,2
6594,2,15,16.53,-0.406552622570476,2.573676491038549,1.1036779440005742,0
6595,9,8,15.99,0.9214039150598116,0.5598408808327904,1.0197532894969927,0
6596,2,6,9.95,-0.406552622570476,-0.0155407220831408,0.0810404872717482,2
6597,7,9,13.48,0.5419877614511579,0.8475316822907559,0.6296590620821975,0
6598,0,13,18.77,-0.7859687761791295,1.9982948881226184,1.4518098441635785,0
6599,12,9,9.91,1.490528145472792,0.8475316822907559,0.074823846197409,1
6600,0,5,6.81,-0.7859687761791295,-0.3032315235411064,-0.4069658370638919,2
6601,1,11,14.04,-0.5962606993748027,1.422913285206687,0.7166920371229484,0
6602,4,11,14.98,-0.0271364689618224,1.422913285206687,0.8627831023699237,0
6603,3,6,5.5,-0.2168445457661492,-0.0155407220831408,-0.6105608322485061,2
6604,2,6,8.93,-0.406552622570476,-0.0155407220831408,-0.0774838601239054,2
6605,0,10,17.2,-0.7859687761791295,1.1352224837487217,1.2078066819957582,0
6606,1,8,8.12,-0.5962606993748027,0.5598408808327904,-0.2033708418792777,2
6607,0,6,10.17,-0.7859687761791295,-0.0155407220831408,0.1152320131806148,2
6608,7,9,10.12,0.5419877614511579,0.8475316822907559,0.1074612118376905,0
6609,12,4,4.54,1.490528145472792,-0.590922324999072,-0.7597602180326508,1
6610,0,11,27.8,-0.7859687761791295,1.422913285206687,2.8552165666956904,0
6611,3,14,17.85,-0.2168445457661492,2.285985689580584,1.3088270994537734,0
6612,5,13,16.1,0.1625716078425043,1.9982948881226184,1.036849052451426,0
6613,9,10,18.02,0.9214039150598116,1.1352224837487217,1.3352478240197154,0
6614,7,6,7.59,0.5419877614511579,-0.0155407220831408,-0.2857413361142742,2
6615,0,8,13.42,-0.7859687761791295,0.5598408808327904,0.6203341004706884,0
6616,1,7,7.41,-0.5962606993748027,0.2721500793748247,-0.3137162209488013,2
6617,2,5,5.32,-0.406552622570476,-0.3032315235411064,-0.6385357170830331,2
6618,20,3,2.21,3.008192759907406,-0.8786131264570376,-1.1218795606129188,1
6619,8,6,5.86,0.7316958382554847,-0.0155407220831408,-0.5546110625794517,2
6620,7,5,5.65,0.5419877614511579,-0.3032315235411064,-0.5872484282197333,2
6621,4,10,10.76,-0.0271364689618224,1.1352224837487217,0.2069274690271205,0
6622,2,10,18.64,-0.406552622570476,1.1352224837487217,1.4316057606719756,0
6623,7,4,3.7,0.5419877614511579,-0.590922324999072,-0.8903096805937775,2
6624,9,3,3.0,0.9214039150598116,-0.8786131264570376,-0.9991008993947164,1
6625,5,9,11.31,0.1625716078425043,0.8475316822907559,0.2924062837992869,0
6626,2,15,17.35,-0.406552622570476,2.573676491038549,1.2311190860245314,0
6627,5,12,19.22,0.1625716078425043,1.7106040866646526,1.5217470562498965,0
6628,6,10,15.15,0.3522796846468311,1.1352224837487217,0.889203826935866,0
6629,3,10,17.64,-0.2168445457661492,1.1352224837487217,1.2761897338134915,0
6630,11,2,1.85,1.300820068668465,-1.1663039279150031,-1.1778293302819731,1
6631,0,10,17.01,-0.7859687761791295,1.1352224837487217,1.1782776368926466,0
6632,5,3,1.3,0.1625716078425043,-0.8786131264570376,-1.2633081450541392,2
6633,2,8,15.76,-0.406552622570476,0.5598408808327904,0.9840076033195412,0
6634,1,6,6.69,-0.5962606993748027,-0.0155407220831408,-0.4256157602869098,2
6635,4,8,10.64,-0.0271364689618224,0.5598408808327904,0.1882775458041025,0
6636,1,9,8.74,-0.5962606993748027,0.8475316822907559,-0.1070129052270174,0
6637,1,7,6.6,-0.5962606993748027,0.2721500793748247,-0.4396032027041736,2
6638,0,2,1.66,-0.7859687761791295,-1.1663039279150031,-1.2073583753850852,2
6639,2,6,6.64,-0.406552622570476,-0.0155407220831408,-0.4333865616298342,2
6640,2,10,18.09,-0.406552622570476,1.1352224837487217,1.3461269458998093,0
6641,5,5,3.84,0.1625716078425043,-0.3032315235411064,-0.8685514368335897,2
6642,1,8,11.27,-0.5962606993748027,0.5598408808327904,0.2861896427249474,0
6643,2,9,19.86,-0.406552622570476,0.8475316822907559,1.621213313439326,0
6644,0,16,20.01,-0.7859687761791295,2.8613672924965146,1.6445257174680992,0
6645,11,5,6.48,1.300820068668465,-0.3032315235411064,-0.4582531259271915,1
6646,2,12,23.74,-0.406552622570476,1.7106040866646526,2.2242274976502445,0
6647,6,9,14.12,0.3522796846468311,0.8475316822907559,0.7291253192716272,0
6648,0,10,16.42,-0.7859687761791295,1.1352224837487217,1.0865821810461411,0
6649,0,2,1.49,-0.7859687761791295,-1.1663039279150031,-1.2337790999510274,2
6650,3,8,9.79,-0.2168445457661492,0.5598408808327904,0.0561739229743907,0
6651,0,8,8.55,-0.7859687761791295,0.5598408808327904,-0.1365419503301293,2
6652,7,11,12.26,0.5419877614511579,1.422913285206687,0.4400515093148467,0
6653,5,5,11.23,0.1625716078425043,-0.3032315235411064,0.2799730016506081,2
6654,5,2,1.51,0.1625716078425043,-1.1663039279150031,-1.2306707794138578,2
6655,14,3,5.45,1.8699442990814452,-0.8786131264570376,-0.6183316335914303,1
6656,1,3,5.1,-0.5962606993748027,-0.8786131264570376,-0.6727272429918998,2
6657,4,6,5.89,-0.0271364689618224,-0.0155407220831408,-0.5499485817736973,2
6658,5,6,9.04,0.1625716078425043,-0.0155407220831408,-0.0603880971694723,2
6659,1,10,17.67,-0.5962606993748027,1.1352224837487217,1.2808522146192465,0
6660,19,5,10.49,2.818484683103079,-0.3032315235411064,0.1649651417753298,1
6661,23,9,9.29,3.5773169903203863,0.8475316822907559,-0.0215340904548512,1
6662,1,7,6.92,-0.5962606993748027,0.2721500793748247,-0.3898700741094585,2
6663,1,16,28.26,-0.5962606993748027,2.8613672924965146,2.926707939050593,0
6664,0,8,22.97,-0.7859687761791295,0.5598408808327904,2.104557156969212,0
6665,3,9,10.58,-0.2168445457661492,0.8475316822907559,0.1789525841925934,0
6666,1,9,13.78,-0.5962606993748027,0.8475316822907559,0.6762838701397426,0
6667,11,10,13.44,1.300820068668465,1.1352224837487217,0.623442421007858,0
6668,0,4,4.28,-0.7859687761791295,-0.590922324999072,-0.8001683850158566,2
6669,0,14,23.37,-0.7859687761791295,2.285985689580584,2.166723567712605,0
6670,5,4,5.87,0.1625716078425043,-0.590922324999072,-0.5530569023108669,2
6671,4,7,9.05,-0.0271364689618224,0.2721500793748247,-0.0588339369008872,2
6672,12,8,8.72,1.490528145472792,0.5598408808327904,-0.110121225764187,1
6673,2,5,5.24,-0.406552622570476,-0.3032315235411064,-0.6509689992317119,2
6674,1,8,16.72,-0.5962606993748027,0.5598408808327904,1.1332069891036858,0
6675,7,2,0.87,0.5419877614511579,-1.1663039279150031,-1.330137036603288,2
6676,2,13,18.77,-0.406552622570476,1.9982948881226184,1.4518098441635785,0
6677,0,14,32.87,-0.7859687761791295,2.285985689580584,3.643175822868205,0
6678,3,11,17.2,-0.2168445457661492,1.422913285206687,1.2078066819957582,0
6679,2,14,18.98,-0.406552622570476,2.285985689580584,1.4844472098038604,0
6680,15,9,10.95,2.059652375885772,0.8475316822907559,0.2364565141302324,1
6681,0,6,5.9,-0.7859687761791295,-0.0155407220831408,-0.5483944215051123,2
6682,8,8,7.16,0.7316958382554847,0.5598408808327904,-0.3525702276634223,2
6683,13,8,17.38,1.6802362222771188,0.5598408808327904,1.2357815668302854,0
6684,6,8,7.68,0.3522796846468311,0.5598408808327904,-0.2717538936970107,2
6685,0,6,13.47,-0.7859687761791295,-0.0155407220831408,0.6281049018136127,0
6686,0,8,11.21,-0.7859687761791295,0.5598408808327904,0.2768646811134385,0
6687,1,8,12.75,-0.5962606993748027,0.5598408808327904,0.516205362475504,0
6689,2,16,27.57,-0.406552622570476,2.8613672924965146,2.819470880518239,0
6690,12,6,8.02,1.490528145472792,-0.0155407220831408,-0.2189124445651261,1
6691,1,6,5.27,-0.5962606993748027,-0.0155407220831408,-0.6463065184259574,2
6692,5,14,18.64,0.1625716078425043,2.285985689580584,1.4316057606719756,0
6693,3,7,13.4,-0.2168445457661492,0.2721500793748247,0.6172257799335187,0
6694,1,11,20.82,-0.5962606993748027,1.422913285206687,1.770412699223471,0
6695,6,11,13.15,0.3522796846468311,1.422913285206687,0.5783717732188977,0
6696,19,4,4.16,2.818484683103079,-0.590922324999072,-0.8188183082388748,1
6697,1,3,4.26,-0.5962606993748027,-0.8786131264570376,-0.8032767055530264,2
6698,20,4,4.59,3.008192759907406,-0.590922324999072,-0.7519894166897266,1
6699,2,8,13.52,-0.406552622570476,0.5598408808327904,0.6358757031565367,0
6700,3,9,17.87,-0.2168445457661492,0.8475316822907559,1.311935419990943,0
6701,0,3,4.5,-0.7859687761791295,-0.8786131264570376,-0.7659768591069902,2
6702,0,14,20.24,-0.7859687761791295,2.285985689580584,1.68027140364555,0
6703,5,11,9.82,0.1625716078425043,1.422913285206687,0.0608364037801454,0
6704,1,3,5.02,-0.5962606993748027,-0.8786131264570376,-0.6851605251405785,2
6705,0,9,10.87,-0.7859687761791295,0.8475316822907559,0.2240232319815536,0
6706,2,3,1.92,-0.406552622570476,-0.8786131264570376,-1.1669502084018792,2
6707,0,7,14.71,-0.7859687761791295,0.2721500793748247,0.820820775118133,0
6708,4,11,21.68,-0.0271364689618224,1.422913285206687,1.9040704823217676,0
6709,0,6,6.72,-0.7859687761791295,-0.0155407220831408,-0.4209532794811554,2
6710,5,5,8.21,0.1625716078425043,-0.3032315235411064,-0.1893833994620139,2
6711,13,6,7.22,1.6802362222771188,-0.0155407220831408,-0.3432452660519133,1
6712,0,8,15.57,-0.7859687761791295,0.5598408808327904,0.9544785582164294,0
6713,1,9,7.83,-0.5962606993748027,0.8475316822907559,-0.2484414896682379,0
6714,2,11,25.1,-0.406552622570476,1.422913285206687,2.435593294177784,0
6715,11,6,9.94,1.300820068668465,-0.0155407220831408,0.0794863270031634,1
6716,5,12,16.77,0.1625716078425043,1.7106040866646526,1.14097779044661,0
6717,3,9,11.82,-0.2168445457661492,0.8475316822907559,0.3716684574971137,0
6718,1,6,7.86,-0.5962606993748027,-0.0155407220831408,-0.2437790088624834,2
6719,7,4,4.16,0.5419877614511579,-0.590922324999072,-0.8188183082388748,2
6720,0,7,8.71,-0.7859687761791295,0.2721500793748247,-0.1116753860327718,2
6721,0,4,3.51,-0.7859687761791295,-0.590922324999072,-0.9198387256968896,2
6722,1,4,5.27,-0.5962606993748027,-0.590922324999072,-0.6463065184259574,2
6723,1,5,9.81,-0.5962606993748027,-0.3032315235411064,0.0592822435115606,2
6724,3,11,14.39,-0.2168445457661492,1.422913285206687,0.7710876465234181,0
6725,3,3,7.41,-0.2168445457661492,-0.8786131264570376,-0.3137162209488013,2
6726,2,10,23.07,-0.406552622570476,1.1352224837487217,2.12009875965506,0
6727,2,5,8.94,-0.406552622570476,-0.3032315235411064,-0.0759296998553206,2
6728,3,10,14.68,-0.2168445457661492,1.1352224837487217,0.8161582943123783,0
6729,1,11,13.61,-0.5962606993748027,1.422913285206687,0.6498631455738002,0
6730,6,1,0.77,0.3522796846468311,-1.4539947293729687,-1.345678639289136,2
6731,0,10,16.12,-0.7859687761791295,1.1352224837487217,1.0399573729885956,0
6732,1,1,1.35,-0.5962606993748027,-1.4539947293729687,-1.2555373437112154,2
6733,1,9,7.69,-0.5962606993748027,0.8475316822907559,-0.2701997334284257,0
6734,0,10,11.14,-0.7859687761791295,1.1352224837487217,0.2659855592333446,0
6736,19,2,2.25,2.818484683103079,-1.1663039279150031,-1.1156629195385794,1
6737,8,3,4.54,0.7316958382554847,-0.8786131264570376,-0.7597602180326508,2
6738,2,7,9.14,-0.406552622570476,0.2721500793748247,-0.0448464944836236,2
6739,9,8,17.55,0.9214039150598116,0.5598408808327904,1.262202291396228,0
6740,7,9,7.46,0.5419877614511579,0.8475316822907559,-0.3059454196058771,2
6741,17,3,4.09,2.439068529494426,-0.8786131264570376,-0.8296974301189687,1
6742,15,8,12.22,2.059652375885772,0.5598408808327904,0.4338348682405075,1
6743,0,9,10.59,-0.7859687761791295,0.8475316822907559,0.1805067444611782,0
6744,2,11,16.84,-0.406552622570476,1.422913285206687,1.1518569123267042,0
6745,1,12,14.64,-0.5962606993748027,1.7106040866646526,0.8099416532380391,0
6746,6,5,18.36,0.3522796846468311,-0.3032315235411064,1.3880892731516,0
6748,3,8,12.55,-0.2168445457661492,0.5598408808327904,0.4851221571038072,0
6749,0,8,11.24,-0.7859687761791295,0.5598408808327904,0.2815271619191929,0
6750,22,1,1.58,3.38760891351606,-1.4539947293729687,-1.219791657533764,1
6751,2,10,13.52,-0.406552622570476,1.1352224837487217,0.6358757031565367,0
6752,0,3,5.83,-0.7859687761791295,-0.8786131264570376,-0.5592735433852063,2
6753,17,5,4.41,2.439068529494426,-0.3032315235411064,-0.7799643015242538,1
6754,11,7,7.34,1.300820068668465,0.2721500793748247,-0.3245953428288952,1
6755,0,6,6.52,-0.7859687761791295,-0.0155407220831408,-0.4520364848528523,2
6756,3,8,8.16,-0.2168445457661492,0.5598408808327904,-0.1971542008049382,2
6757,2,2,2.07,-0.406552622570476,-1.1663039279150031,-1.1436378043731066,2
6758,5,10,13.78,0.1625716078425043,1.1352224837487217,0.6762838701397426,0
6759,8,1,1.73,0.7316958382554847,-1.4539947293729687,-1.1964792535049913,2
6760,0,1,2.45,-0.7859687761791295,-1.4539947293729687,-1.0845797141668827,2
6761,5,12,23.1,0.1625716078425043,1.7106040866646526,2.124761240460815,0
6762,10,9,13.05,1.1111119918641383,0.8475316822907559,0.5628301705330493,0
6763,1,8,13.74,-0.5962606993748027,0.5598408808327904,0.6700672290654033,0
6764,2,5,14.19,-0.406552622570476,-0.3032315235411064,0.740004441151721,2
6765,3,4,5.54,-0.2168445457661492,-0.590922324999072,-0.6043441911741667,2
6766,0,8,22.33,-0.7859687761791295,0.5598408808327904,2.005090899779782,0
6767,2,7,12.25,-0.406552622570476,0.2721500793748247,0.4384973490462619,0
6768,1,6,10.01,-0.5962606993748027,-0.0155407220831408,0.0903654488832574,2
6769,6,9,9.14,0.3522796846468311,0.8475316822907559,-0.0448464944836236,0
6770,8,8,13.54,0.7316958382554847,0.5598408808327904,0.6389840236937063,0
6771,3,7,11.95,-0.2168445457661492,0.2721500793748247,0.3918725409887165,0
6772,30,1,2.54,4.905273527950674,-1.4539947293729687,-1.070592271749619,1
6773,14,2,1.5,1.8699442990814452,-1.1663039279150031,-1.2322249396824427,1
6774,5,5,4.15,0.1625716078425043,-0.3032315235411064,-0.8203724685074596,2
6775,0,7,12.49,-0.7859687761791295,0.2721500793748247,0.4757971954922981,0
6776,4,5,6.91,-0.0271364689618224,-0.3032315235411064,-0.3914242343780434,2
6777,0,9,12.32,-0.7859687761791295,0.8475316822907559,0.4493764709263558,0
6778,5,5,6.79,0.1625716078425043,-0.3032315235411064,-0.4100741576010615,2
6779,8,1,0.88,0.7316958382554847,-1.4539947293729687,-1.3285828763347027,2
6780,7,13,31.87,0.5419877614511579,1.9982948881226184,3.487759796009721,0
6781,2,6,12.4,-0.406552622570476,-0.0155407220831408,0.4618097530750346,2
6782,4,8,12.82,-0.0271364689618224,0.5598408808327904,0.527084484355598,0
6783,5,7,8.47,0.1625716078425043,0.2721500793748247,-0.148975232478808,2
6784,12,7,5.51,1.490528145472792,0.2721500793748247,-0.6090066719799212,1
6785,4,2,3.21,-0.0271364689618224,-1.1663039279150031,-0.9664635337544348,2
6786,15,4,13.27,2.059652375885772,-0.590922324999072,0.5970216964419157,1
6788,4,6,10.93,-0.0271364689618224,-0.0155407220831408,0.2333481935930628,2
6789,2,11,13.84,-0.406552622570476,1.422913285206687,0.6856088317512516,0
6790,0,7,9.42,-0.7859687761791295,0.2721500793748247,-0.0013300069632482,2
6791,4,2,3.49,-0.0271364689618224,-1.1663039279150031,-0.9229470462340592,2
6792,20,5,8.17,3.008192759907406,-0.3032315235411064,-0.1956000405363534,1
6793,12,2,2.07,1.490528145472792,-1.1663039279150031,-1.1436378043731066,1
6794,1,10,13.4,-0.5962606993748027,1.1352224837487217,0.6172257799335187,0
6795,0,6,4.66,-0.7859687761791295,-0.0155407220831408,-0.7411102948096328,2
6796,4,8,28.13,-0.0271364689618224,0.5598408808327904,2.9065038555589897,0
6797,8,6,4.37,0.7316958382554847,-0.0155407220831408,-0.7861809425985932,2
6798,1,10,13.21,-0.5962606993748027,1.1352224837487217,0.5876967348304069,0
6799,0,12,13.72,-0.7859687761791295,1.7106040866646526,0.6669589085282337,0
6800,16,6,13.59,2.249360452690099,-0.0155407220831408,0.6467548250366306,1
6801,2,5,4.25,-0.406552622570476,-0.3032315235411064,-0.8048308658216112,2
6802,2,7,14.92,-0.406552622570476,0.2721500793748247,0.8534581407584145,0
6803,1,9,10.36,-0.5962606993748027,0.8475316822907559,0.1447610582837268,0
6804,22,2,3.21,3.38760891351606,-1.1663039279150031,-0.9664635337544348,1
6805,7,8,18.54,0.5419877614511579,0.5598408808327904,1.416064157986127,0
6806,8,1,0.15,0.7316958382554847,-1.4539947293729687,-1.4420365759413962,2
6807,17,3,6.85,2.439068529494426,-0.8786131264570376,-0.4007491959895525,1
6808,8,6,9.65,0.7316958382554847,-0.0155407220831408,0.0344156792142031,2
6809,0,2,1.2,-0.7859687761791295,-1.1663039279150031,-1.278849747739988,2
6810,6,7,11.12,0.3522796846468311,0.2721500793748247,0.2628772386961747,2
6812,4,11,17.14,-0.0271364689618224,1.422913285206687,1.1984817203842495,0
6813,0,11,22.17,-0.7859687761791295,1.422913285206687,1.980224335482425,0
6814,4,7,4.69,-0.0271364689618224,0.2721500793748247,-0.7364478140038782,2
6815,0,17,34.1,-0.7859687761791295,3.1490580939544803,3.8343375359041407,0
6816,4,3,8.71,-0.0271364689618224,-0.8786131264570376,-0.1116753860327718,2
6817,1,9,10.65,-0.5962606993748027,0.8475316822907559,0.1898317060726873,0
6818,4,13,23.26,-0.0271364689618224,1.9982948881226184,2.1496278047581727,0
6819,7,7,14.95,0.5419877614511579,0.2721500793748247,0.858120621564169,0
6820,1,8,12.98,-0.5962606993748027,0.5598408808327904,0.5519510486529554,0
6821,19,2,7.38,2.818484683103079,-1.1663039279150031,-0.3183787017545559,1
