userid,recency(day),frequency(次),total_distance(km),total_duration(min),avg_duration(min),avg_speed(km/h)
15766,0,3,5.56,56.0,18.67,6.54
15767,7,1,0.94,18.0,18.0,3.14
15768,0,4,5.41,47.0,11.75,7.04
15769,2,3,5.11,40.0,13.33,7.82
15770,5,2,1.77,11.0,5.5,9.75
15771,1,5,11.47,147.0,29.4,6.53
15772,2,3,3.63,35.0,11.67,7.05
15773,5,2,2.43,24.0,12.0,6.65
15774,4,2,2.02,18.0,9.0,7.0
15776,1,2,2.75,24.0,12.0,6.94
15778,7,2,3.84,32.0,16.0,7.51
15779,0,4,3.82,33.0,8.25,7.02
15780,3,1,0.79,16.0,16.0,2.97
15781,6,1,0.93,9.0,9.0,6.22
15782,3,4,4.94,92.0,23.0,5.93
15783,0,5,7.77,67.0,13.4,6.58
15784,6,2,2.68,20.0,10.0,6.98
15785,5,1,0.44,42.0,42.0,0.63
15787,0,5,6.74,116.0,23.2,5.29
15788,2,3,3.13,60.0,20.0,5.23
15789,3,2,1.69,32.0,16.0,5.17
15790,2,3,11.9,86.0,28.67,7.03
15791,0,4,11.76,116.0,29.0,6.6
15792,3,2,4.15,26.0,13.0,9.92
15793,0,4,6.07,87.0,21.75,5.47
15794,4,3,3.21,30.0,10.0,7.58
15795,0,3,2.3,47.0,15.67,3.74
15796,0,3,2.61,54.0,18.0,5.16
15797,5,1,1.93,13.0,13.0,8.89
15800,2,3,2.46,65.0,21.67,4.74
15801,1,4,11.58,133.0,33.25,6.87
15802,6,1,3.46,20.0,20.0,10.4
15803,1,1,0.96,8.0,8.0,7.22
15804,0,4,5.18,38.0,9.5,8.09
15805,7,1,2.56,21.0,21.0,7.31
15806,0,6,7.95,81.0,13.5,6.6
15807,0,3,9.98,104.0,34.67,5.24
15808,5,2,3.43,55.0,27.5,5.03
15809,0,5,6.59,53.0,10.6,7.6
15810,0,1,1.44,15.0,15.0,5.75
15811,0,6,13.16,125.0,20.83,7.23
15812,0,5,7.16,72.0,14.4,6.68
15813,4,4,12.26,110.0,27.5,7.32
15814,1,8,14.13,147.0,18.38,6.21
15816,0,7,12.07,161.0,23.0,4.67
15817,3,3,4.98,36.0,12.0,8.86
15818,9,2,2.32,33.0,16.5,5.13
15819,3,6,6.9,69.0,11.5,6.34
15820,3,5,7.86,53.0,10.6,8.96
15821,8,3,2.4,24.0,8.0,6.24
15822,1,4,7.35,75.0,18.75,5.89
15823,6,2,2.39,18.0,9.0,8.06
15824,6,2,2.74,25.0,12.5,6.96
15825,2,2,2.34,15.0,7.5,9.41
15826,2,1,1.01,8.0,8.0,7.55
15827,3,7,9.48,85.0,12.14,6.8
15828,1,5,12.08,102.0,20.4,6.58
15829,1,5,6.78,71.0,14.2,6.76
15830,1,3,1.84,19.0,6.33,5.24
15832,0,4,6.76,45.0,11.25,9.24
15833,0,4,9.08,87.0,21.75,7.83
15834,3,5,16.63,198.0,39.6,6.33
15836,0,13,30.68,454.0,34.92,5.44
15837,2,3,2.3,32.0,10.67,4.84
15838,10,2,6.18,105.0,52.5,5.66
15840,2,1,2.18,15.0,15.0,8.74
15842,1,4,1.6,31.0,7.75,4.19
15843,0,10,13.93,180.0,18.0,5.97
15844,4,5,5.65,57.0,11.4,6.45
15845,10,3,3.09,24.0,8.0,7.7
15846,4,5,7.54,58.0,11.6,7.57
15847,1,5,8.76,58.0,11.6,9.54
15848,4,9,14.57,120.0,13.33,7.05
15849,0,4,8.68,54.0,13.5,9.39
15850,2,4,5.74,40.0,10.0,7.74
15851,0,5,6.32,62.0,12.4,7.54
15852,0,3,7.57,67.0,22.33,7.56
15853,9,1,0.78,70.0,70.0,0.67
15854,1,1,1.06,15.0,15.0,4.22
15855,7,3,9.8,70.0,23.33,8.71
15856,5,5,11.64,78.0,15.6,8.74
15857,1,4,8.34,108.0,27.0,5.56
15858,3,4,8.12,93.0,23.25,7.05
15859,0,6,4.79,43.0,7.17,6.96
15860,3,5,6.13,49.0,9.8,7.57
15861,1,1,0.8,6.0,6.0,7.96
15862,4,2,1.63,14.0,7.0,6.92
15864,0,3,3.13,36.0,12.0,6.46
15865,0,6,10.01,97.0,16.17,6.04
15867,2,4,5.74,47.0,11.75,6.47
15869,0,5,5.92,75.0,15.0,5.41
15870,1,1,2.49,28.0,28.0,5.33
15871,5,1,0.79,7.0,7.0,6.79
15872,1,1,1.83,13.0,13.0,8.45
15874,2,3,4.74,40.0,13.33,7.17
15875,1,5,7.5,117.0,23.4,6.49
15876,0,5,8.68,100.0,20.0,5.9
15877,4,1,0.96,11.0,11.0,5.25
15878,3,2,4.4,34.0,17.0,7.57
15879,0,2,2.38,30.0,15.0,5.15
15880,2,4,6.4,70.0,17.5,5.1
15881,3,2,2.45,18.0,9.0,7.98
15882,1,4,5.64,59.0,14.75,6.99
15883,0,2,2.77,46.0,23.0,5.04
15884,0,3,4.66,32.0,10.67,8.13
15885,5,1,0.44,8.0,8.0,3.3
15886,5,2,2.16,22.0,11.0,6.56
15887,1,2,0.8,8.0,4.0,5.97
15888,2,4,2.32,26.0,6.5,5.72
15889,4,2,4.2,40.0,20.0,5.78
15890,3,1,0.45,3.0,3.0,9.08
15891,0,4,3.61,31.0,7.75,6.9
15892,3,2,2.39,18.0,9.0,7.8
15893,0,4,2.91,98.0,24.5,3.53
15894,0,2,4.77,32.0,16.0,8.46
15895,3,5,3.4,42.0,8.4,6.42
15896,2,1,0.67,4.0,4.0,10.09
15898,0,3,6.97,56.0,18.67,6.85
15899,0,6,5.96,85.0,14.17,5.4
15900,0,5,6.15,59.0,11.8,6.38
15901,6,2,1.44,16.0,8.0,5.44
15902,4,1,0.59,8.0,8.0,4.4
15903,6,1,0.58,4.0,4.0,8.76
15904,0,3,2.33,27.0,9.0,6.15
15905,1,3,3.33,39.0,13.0,5.97
15906,6,1,1.63,11.0,11.0,8.89
15907,1,6,5.25,275.0,45.83,4.11
15909,5,1,2.35,26.0,26.0,5.41
15910,5,2,1.59,21.0,10.5,4.63
15911,0,3,3.44,46.0,15.33,6.13
15912,1,5,4.09,34.0,6.8,7.32
15913,0,1,1.6,11.0,11.0,8.72
15914,1,3,2.93,30.0,10.0,6.53
15915,0,6,21.11,187.0,31.17,7.72
15916,5,2,0.82,27.0,13.5,3.58
15917,0,7,14.7,144.0,20.57,7.05
15918,3,3,1.84,18.0,6.0,6.2
15919,2,3,8.91,67.0,22.33,8.1
15920,1,5,6.82,63.0,12.6,6.48
15921,2,1,3.32,27.0,27.0,7.38
15922,0,6,7.41,93.0,15.5,6.0
15923,0,2,6.92,52.0,26.0,7.24
15924,1,2,1.57,23.0,11.5,5.52
15925,0,5,5.68,101.0,20.2,5.53
15926,2,3,6.49,128.0,42.67,5.25
15927,5,8,9.6,115.0,14.38,5.7
15928,2,1,0.5,8.0,8.0,3.79
15929,8,1,1.49,61.0,61.0,1.46
15930,3,3,2.91,93.0,31.0,5.02
15932,3,2,1.57,41.0,20.5,5.44
15933,1,2,4.11,28.0,14.0,9.65
15935,0,1,1.37,6.0,6.0,13.71
15936,0,4,5.95,49.0,12.25,6.62
15937,2,3,3.08,31.0,10.33,5.95
15938,1,2,2.21,29.0,14.5,7.23
15939,1,5,9.24,91.0,18.2,6.53
15940,0,1,2.78,29.0,29.0,5.76
15941,0,4,5.51,122.0,30.5,4.62
15943,2,4,7.63,98.0,24.5,5.33
15944,2,3,4.91,39.0,13.0,7.63
15945,2,1,1.4,10.0,10.0,8.42
15946,6,1,0.62,51.0,51.0,0.73
15947,8,2,3.66,29.0,14.5,8.14
15948,1,4,15.87,118.0,29.5,8.84
15949,12,1,1.54,14.0,14.0,6.6
15950,1,6,8.83,103.0,17.17,5.58
15951,2,2,2.18,46.0,23.0,3.68
15952,6,1,0.53,4.0,4.0,7.92
15953,4,4,4.23,59.0,14.75,5.19
15954,3,5,6.07,74.0,14.8,5.11
15955,3,3,3.89,33.0,11.0,6.21
15956,9,1,1.0,8.0,8.0,7.53
15957,7,1,0.67,7.0,7.0,5.78
15958,4,3,3.11,27.0,9.0,7.82
15959,4,3,2.73,44.0,14.67,3.86
15960,0,9,6.77,95.0,10.56,4.45
15962,0,2,2.3,18.0,9.0,7.92
15963,0,1,1.9,14.0,14.0,8.14
15964,0,11,9.34,97.0,8.82,5.95
15965,2,3,5.85,44.0,14.67,8.81
15966,1,4,9.44,57.0,14.25,8.41
15967,1,4,5.09,71.0,17.75,4.61
15968,5,2,3.34,26.0,13.0,7.85
15969,6,2,1.26,23.0,11.5,4.64
15970,9,2,6.01,48.0,24.0,7.14
15971,3,1,1.32,7.0,7.0,11.31
15972,5,3,4.53,34.0,11.33,8.57
15973,9,3,3.76,73.0,24.33,6.31
15974,4,2,5.38,58.0,29.0,4.74
15975,11,1,1.28,31.0,31.0,2.48
15977,3,4,4.23,26.0,6.5,9.31
15978,8,2,3.11,67.0,33.5,3.34
15979,3,3,4.92,37.0,12.33,8.83
15980,6,2,3.17,64.0,32.0,4.19
15981,2,3,3.66,29.0,9.67,7.9
15982,7,4,7.54,71.0,17.75,6.47
15983,4,2,0.67,22.0,11.0,2.08
15984,4,4,7.73,64.0,16.0,8.06
15985,2,4,5.46,41.0,10.25,8.06
15986,1,7,13.13,122.0,17.43,6.52
15987,4,1,2.02,16.0,16.0,7.57
15988,5,4,5.68,77.0,19.25,4.66
15989,5,6,15.59,143.0,23.83,7.64
15990,0,9,14.1,133.0,14.78,9.08
15991,0,6,12.95,130.0,21.67,6.78
15992,1,6,6.68,79.0,13.17,4.79
15993,3,2,5.04,90.0,45.0,5.12
15994,5,2,2.14,142.0,71.0,0.91
15995,0,3,4.14,44.0,14.67,7.21
15996,2,6,6.16,147.0,24.5,7.0
15997,3,3,2.42,20.0,6.67,6.5
15998,3,2,1.51,50.0,25.0,4.76
15999,1,7,11.85,126.0,18.0,5.97
16000,6,2,3.02,24.0,12.0,7.99
16001,0,6,8.45,78.0,13.0,6.62
16002,0,7,10.53,98.0,14.0,7.22
16003,8,1,0.58,14.0,14.0,2.5
16004,2,2,2.6,22.0,11.0,7.22
16005,0,4,3.15,24.0,6.0,8.07
16006,4,2,3.59,39.0,19.5,4.75
16008,0,1,0.83,10.0,10.0,4.98
16009,1,4,4.47,55.0,13.75,5.32
16010,3,2,3.76,39.0,19.5,5.76
16011,4,2,2.22,22.0,11.0,5.32
16012,0,3,4.5,49.0,16.33,5.51
16013,0,5,5.54,54.0,10.8,6.56
16014,0,7,18.7,181.0,25.86,6.11
16015,6,2,1.78,58.0,29.0,2.0
16016,0,5,10.07,97.0,19.4,5.61
16017,2,6,7.26,61.0,10.17,6.97
16018,0,4,14.44,168.0,42.0,4.44
16019,5,3,6.5,160.0,53.33,3.67
16020,0,2,2.41,29.0,14.5,5.3
16021,0,5,8.53,75.0,15.0,6.93
16022,3,2,6.13,54.0,27.0,5.8
16024,3,4,4.14,54.0,13.5,4.56
16025,1,6,3.86,91.0,15.17,4.17
16026,0,3,3.2,26.0,8.67,7.65
16027,2,6,4.09,40.0,6.67,6.24
16029,1,5,5.27,43.0,8.6,7.59
16030,3,5,9.52,79.0,15.8,7.39
16031,9,1,0.29,4.0,4.0,4.38
16032,0,7,5.43,72.0,10.29,5.97
16033,1,7,7.58,89.0,12.71,5.48
16034,0,9,11.21,156.0,17.33,5.45
16035,1,4,9.41,83.0,20.75,6.71
16036,0,2,2.0,15.0,7.5,7.99
16037,0,1,1.57,12.0,12.0,7.83
16039,4,2,3.44,30.0,15.0,6.64
16040,0,2,3.32,26.0,13.0,8.05
16041,0,4,3.55,37.0,9.25,6.11
16042,7,2,1.01,12.0,6.0,5.21
16043,1,5,7.7,75.0,15.0,7.23
16044,3,2,2.67,29.0,14.5,6.62
16045,7,5,9.51,181.0,36.2,4.38
16046,2,8,13.91,136.0,17.0,6.6
16047,0,5,6.12,59.0,11.8,6.43
16048,5,1,0.72,9.0,9.0,4.83
16049,6,1,0.65,4.0,4.0,9.75
16050,5,1,0.83,5.0,5.0,9.96
16051,1,4,3.46,35.0,8.75,5.92
16052,6,1,1.53,12.0,12.0,7.67
16053,1,1,1.73,14.0,14.0,7.42
16054,6,2,1.96,23.0,11.5,5.36
16055,1,3,4.01,79.0,26.33,4.44
16056,3,7,14.87,168.0,24.0,6.77
16057,0,3,2.23,25.0,8.33,5.63
16059,1,4,6.69,80.0,20.0,5.4
16060,0,2,5.52,56.0,28.0,5.76
16061,3,5,5.68,68.0,13.6,5.47
16062,2,4,3.49,33.0,8.25,7.26
16063,3,1,12.17,105.0,105.0,6.95
16064,2,5,15.99,136.0,27.2,7.23
16065,0,5,10.9,84.0,16.8,7.09
16066,0,5,7.82,142.0,28.4,4.42
16068,1,2,5.52,39.0,19.5,8.53
16069,0,1,0.77,21.0,21.0,2.19
16070,0,4,7.2,52.0,13.0,8.26
16071,0,2,7.46,56.0,28.0,7.06
16072,0,2,5.24,51.0,25.5,5.0
16073,2,3,13.46,162.0,54.0,4.75
16074,2,5,5.39,81.0,16.2,5.29
16075,6,2,14.06,140.0,70.0,5.55
16076,6,1,1.61,12.0,12.0,8.04
16077,2,9,21.48,258.0,28.67,6.28
16078,5,3,3.93,34.0,11.33,7.4
16079,0,5,6.98,74.0,14.8,5.95
16080,4,3,3.69,52.0,17.33,4.61
16081,3,2,1.74,17.0,8.5,5.79
16082,1,1,0.36,33.0,33.0,0.66
16083,3,4,4.11,72.0,18.0,4.25
16084,5,1,3.47,71.0,71.0,2.94
16085,1,1,1.32,16.0,16.0,4.93
16086,0,3,4.37,41.0,13.67,6.15
16087,5,2,1.93,14.0,7.0,8.48
16088,2,1,1.1,8.0,8.0,8.23
16089,0,1,0.82,4.0,4.0,12.27
16091,6,2,3.9,34.0,17.0,7.13
16092,2,1,1.09,12.0,12.0,5.44
16093,0,5,4.62,70.0,14.0,5.06
16095,2,3,2.72,39.0,13.0,5.14
16096,3,5,3.72,56.0,11.2,4.99
16097,0,6,16.9,152.0,25.33,7.66
16098,1,3,2.18,20.0,6.67,6.5
16099,3,1,1.84,13.0,13.0,8.48
16100,0,3,4.96,42.0,14.0,6.97
16101,1,6,12.56,100.0,16.67,7.59
16102,0,1,0.91,123.0,123.0,0.44
16103,2,3,3.74,45.0,15.0,5.24
16104,2,1,0.93,6.0,6.0,9.33
16105,6,1,6.18,43.0,43.0,8.62
16106,1,4,6.62,67.0,16.75,5.58
16107,4,1,2.14,19.0,19.0,6.75
16108,0,6,8.68,117.0,19.5,5.6
16110,0,3,5.68,51.0,17.0,6.6
16111,1,4,8.29,87.0,21.75,6.65
16113,2,2,1.85,14.0,7.0,7.71
16114,2,1,0.58,4.0,4.0,8.71
16115,0,2,5.21,35.0,17.5,9.2
16116,2,4,8.23,74.0,18.5,6.43
16117,3,4,3.31,41.0,10.25,4.53
16120,2,5,8.9,96.0,19.2,5.08
16121,0,2,2.12,13.0,6.5,10.09
16122,2,1,0.31,2.0,2.0,9.18
16123,1,4,3.63,30.0,7.5,7.35
16124,2,3,3.48,54.0,18.0,3.79
16125,0,6,5.83,65.0,10.83,8.2
16126,2,3,5.19,34.0,11.33,9.08
16127,2,4,12.64,101.0,25.25,6.76
16128,0,5,7.45,68.0,13.6,5.89
16130,2,4,5.01,51.0,12.75,8.51
16131,0,1,0.77,108.0,108.0,0.43
16132,1,1,3.44,38.0,38.0,5.43
16133,0,5,15.2,114.0,22.8,7.52
16134,3,1,1.08,26.0,26.0,2.5
16135,3,1,1.16,12.0,12.0,5.8
16136,8,1,0.58,4.0,4.0,8.76
16137,7,2,1.35,19.0,9.5,4.28
16138,3,4,3.87,33.0,8.25,6.8
16141,2,3,3.61,29.0,9.67,7.76
16142,4,2,3.18,71.0,35.5,2.35
16143,1,2,0.8,10.0,5.0,4.69
16144,6,2,1.11,12.0,6.0,6.99
16145,1,3,3.83,103.0,34.33,3.97
16146,0,4,3.72,33.0,8.25,6.74
16147,7,1,0.65,7.0,7.0,5.57
16148,0,5,15.64,162.0,32.4,5.41
16149,2,6,6.0,57.0,9.5,6.42
16150,6,1,5.6,53.0,53.0,6.34
16152,1,3,3.35,28.0,9.33,6.33
16153,6,2,2.9,24.0,12.0,8.25
16154,2,5,9.16,89.0,17.8,6.96
16155,1,9,12.13,97.0,10.78,7.21
16156,1,4,8.36,83.0,20.75,5.7
16157,6,2,1.85,18.0,9.0,6.02
16158,3,1,1.18,8.0,8.0,8.87
16159,0,2,3.9,28.0,14.0,8.02
16161,4,6,7.79,58.0,9.67,9.06
16162,6,1,0.56,6.0,6.0,5.63
16163,5,2,1.22,17.0,8.5,4.84
16164,1,1,2.17,17.0,17.0,7.64
16165,2,1,0.74,7.0,7.0,6.38
16166,7,2,4.14,35.0,17.5,8.1
16167,1,4,4.98,73.0,18.25,6.77
16168,1,8,12.77,142.0,17.75,6.18
16169,2,7,13.64,183.0,26.14,5.03
16170,1,5,12.36,119.0,23.8,5.63
16172,0,4,6.58,98.0,24.5,5.66
16173,6,2,3.0,35.0,17.5,4.49
16174,0,2,5.32,31.0,15.5,10.46
16175,1,2,3.11,21.0,10.5,8.94
16176,5,3,3.67,78.0,26.0,5.52
16178,5,1,7.32,59.0,59.0,7.44
16179,6,1,0.88,10.0,10.0,5.28
16180,0,1,8.35,55.0,55.0,9.11
16181,0,5,6.36,51.0,10.2,7.61
16182,2,3,4.77,71.0,23.67,5.36
16183,0,4,4.29,45.0,11.25,8.0
16184,3,5,9.11,120.0,24.0,4.91
16185,2,2,4.83,34.0,17.0,8.34
16186,3,2,3.52,35.0,17.5,6.35
16187,7,1,1.82,21.0,21.0,5.2
16188,7,1,0.86,7.0,7.0,7.41
16189,4,2,5.27,56.0,28.0,5.5
16191,5,6,11.72,128.0,21.33,5.66
16192,0,2,3.4,24.0,12.0,8.67
16193,4,3,6.26,59.0,19.67,6.07
16194,0,2,4.38,33.0,16.5,9.04
16195,0,9,18.04,180.0,20.0,6.88
16196,1,3,2.42,30.0,10.0,6.6
16197,3,2,2.9,33.0,16.5,6.07
16198,3,8,9.24,170.0,21.25,4.81
16199,0,4,8.29,58.0,14.5,8.22
16200,2,2,3.67,30.0,15.0,7.6
16201,5,3,4.48,49.0,16.33,5.61
16202,0,2,1.19,10.0,5.0,7.37
16203,4,3,7.21,74.0,24.67,6.81
16204,0,5,4.28,37.0,7.4,7.16
16205,2,1,1.14,7.0,7.0,9.73
16206,0,2,3.04,24.0,12.0,7.88
16207,1,1,0.38,46.0,46.0,0.5
16208,1,1,0.5,47.0,47.0,0.64
16209,0,2,1.03,73.0,36.5,2.72
16210,2,4,6.21,81.0,20.25,5.26
16211,5,1,3.93,20.0,20.0,11.79
16212,1,3,6.39,62.0,20.67,6.73
16213,0,3,2.77,33.0,11.0,5.69
16214,2,2,4.49,69.0,34.5,3.48
16215,2,3,4.01,32.0,10.67,7.18
16217,1,4,7.82,63.0,15.75,7.1
16218,4,1,0.67,5.0,5.0,8.09
16220,0,4,8.02,146.0,36.5,6.66
16221,0,5,11.23,138.0,27.6,5.32
16222,1,3,2.98,39.0,13.0,5.71
16223,0,7,9.08,161.0,23.0,5.98
16224,1,6,8.33,89.0,14.83,6.21
16225,2,7,20.11,152.0,21.71,8.01
16226,2,4,8.03,74.0,18.5,7.48
16227,0,4,9.54,148.0,37.0,6.94
16228,0,2,4.06,38.0,19.0,6.52
16229,1,4,4.57,39.0,9.75,6.93
16230,6,2,2.38,25.0,12.5,5.0
16231,5,1,1.35,12.0,12.0,6.74
16232,4,2,3.68,46.0,23.0,5.07
16233,2,1,0.48,6.0,6.0,4.83
16234,0,4,2.63,102.0,25.5,3.61
16235,0,4,4.25,55.0,13.75,5.18
16236,1,5,4.64,85.0,17.0,4.26
16237,3,3,4.79,39.0,13.0,6.91
16238,2,5,4.31,34.0,6.8,8.71
16239,0,5,8.36,76.0,15.2,6.75
16240,6,1,0.5,3.0,3.0,10.1
16241,2,5,3.56,31.0,6.2,6.6
16242,0,4,7.07,62.0,15.5,7.01
16243,3,2,2.02,32.0,16.0,3.99
16244,1,5,5.17,44.0,8.8,7.41
16245,0,5,5.55,106.0,21.2,4.55
16246,0,5,6.82,70.0,14.0,6.82
16247,3,7,19.41,206.0,29.43,6.53
16248,4,1,0.88,7.0,7.0,7.54
16250,3,2,1.11,26.0,13.0,2.88
16251,3,5,3.95,70.0,14.0,5.26
16252,5,1,1.44,14.0,14.0,6.19
16253,0,4,4.42,47.0,11.75,5.67
16254,5,7,10.23,240.0,34.29,5.37
16255,2,4,3.96,44.0,11.0,5.36
16256,2,4,3.43,35.0,8.75,6.83
16257,1,1,1.02,8.0,8.0,7.63
16258,3,5,8.06,59.0,11.8,7.94
16259,0,1,1.6,9.0,9.0,10.66
16260,0,3,4.45,37.0,12.33,6.47
16261,1,5,6.58,123.0,24.6,4.4
16262,1,6,15.02,119.0,19.83,7.81
16263,3,2,1.13,19.0,9.5,3.46
16265,0,5,12.5,96.0,19.2,7.19
16266,3,1,1.35,11.0,11.0,7.39
16267,0,5,5.72,77.0,15.4,7.01
16268,1,6,12.56,127.0,21.17,6.1
16269,0,4,14.8,195.0,48.75,5.54
16271,1,2,2.9,17.0,8.5,10.02
16272,5,1,1.07,8.0,8.0,8.01
16273,2,3,2.43,30.0,10.0,5.71
16274,1,4,3.68,34.0,8.5,6.61
16277,1,3,3.53,37.0,12.33,5.88
16278,3,1,0.89,9.0,9.0,5.95
16279,4,2,2.24,26.0,13.0,7.44
16280,2,3,4.61,75.0,25.0,5.96
16281,0,4,9.11,79.0,19.75,6.87
16282,3,1,0.29,153.0,153.0,0.11
16283,3,2,1.74,13.0,6.5,7.96
16284,2,2,4.69,35.0,17.5,7.84
16285,3,1,0.96,7.0,7.0,8.19
16286,4,3,4.81,43.0,14.33,6.75
16288,2,3,3.8,71.0,23.67,4.99
16289,4,1,1.68,14.0,14.0,7.19
16290,4,1,0.58,8.0,8.0,4.38
16291,1,4,8.98,91.0,22.75,6.26
16292,3,2,3.22,32.0,16.0,6.32
16293,2,4,2.65,56.0,14.0,4.75
16294,1,2,2.37,38.0,19.0,4.61
16295,4,2,2.33,18.0,9.0,7.68
16296,0,4,5.72,61.0,15.25,6.3
16297,0,2,1.93,15.0,7.5,8.18
16298,0,4,3.16,38.0,9.5,4.89
16299,1,7,8.25,142.0,20.29,5.4
16300,3,4,4.9,46.0,11.5,6.48
16301,0,1,2.6,21.0,21.0,7.43
16303,2,2,1.48,64.0,32.0,1.83
16304,0,2,9.62,115.0,57.5,4.54
16307,5,1,1.58,11.0,11.0,8.62
16308,5,2,1.39,22.0,11.0,3.62
16309,5,2,3.27,24.0,12.0,7.78
16310,3,1,0.8,5.0,5.0,9.6
16311,4,1,1.02,36.0,36.0,1.7
16312,2,4,6.63,63.0,15.75,6.98
16313,2,3,2.87,23.0,7.67,7.83
16314,6,1,2.14,27.0,27.0,4.75
16315,4,2,3.9,31.0,15.5,7.28
16316,0,6,7.97,75.0,12.5,8.19
16317,0,5,5.12,81.0,16.2,5.79
16318,6,1,0.5,5.0,5.0,6.06
16319,1,4,6.28,81.0,20.25,5.26
16320,0,5,12.41,114.0,22.8,6.53
16321,5,2,4.57,32.0,16.0,8.6
16322,1,4,4.0,35.0,8.75,7.21
16323,0,5,4.98,227.0,45.4,3.22
16324,3,3,9.04,96.0,32.0,5.2
16325,2,3,4.55,41.0,13.67,6.52
16326,1,4,3.06,57.0,14.25,4.42
16327,0,4,5.33,47.0,11.75,7.72
16329,0,2,1.97,40.0,20.0,4.71
16330,6,1,1.71,16.0,16.0,6.4
16331,3,2,1.41,47.0,23.5,4.1
16332,0,3,2.97,45.0,15.0,5.2
16333,5,2,5.24,47.0,23.5,6.88
16334,0,4,8.98,88.0,22.0,6.56
16335,2,1,0.79,9.0,9.0,5.28
16337,1,3,2.67,22.0,7.33,7.5
16339,0,1,5.06,65.0,65.0,4.67
16340,0,1,3.44,84.0,84.0,2.45
16341,0,2,2.48,22.0,11.0,6.52
16342,0,1,2.11,13.0,13.0,9.75
16343,0,3,2.26,26.0,8.67,6.33
16345,2,1,6.18,52.0,52.0,7.13
16346,0,1,5.59,40.0,40.0,8.38
16347,0,2,3.18,20.0,10.0,9.11
16348,0,4,5.59,48.0,12.0,7.77
16349,0,6,9.26,87.0,14.5,7.81
16350,5,2,0.73,14.0,7.0,2.81
16351,3,4,3.86,45.0,11.25,5.15
16352,1,1,2.19,19.0,19.0,6.91
16354,2,3,3.67,47.0,15.67,6.55
16355,4,1,0.74,7.0,7.0,6.38
16356,0,6,19.21,252.0,42.0,5.78
16357,3,2,3.12,32.0,16.0,5.85
16358,6,1,0.66,3.0,3.0,13.2
16359,6,2,1.84,18.0,9.0,5.8
16360,1,4,6.4,64.0,16.0,6.18
16361,3,3,4.68,52.0,17.33,6.36
16362,5,2,4.23,36.0,18.0,7.08
16363,5,1,0.88,8.0,8.0,6.62
16364,1,2,1.42,22.0,11.0,4.76
16365,0,4,11.56,112.0,28.0,5.98
16367,0,5,9.88,90.0,18.0,6.62
16369,3,2,1.62,36.0,18.0,3.1
16370,4,1,0.59,4.0,4.0,8.8
16371,0,2,6.58,75.0,37.5,7.36
16372,0,4,7.22,60.0,15.0,8.23
16373,6,1,0.15,49.0,49.0,0.18
16374,0,3,3.2,33.0,11.0,6.76
16375,3,1,0.48,9.0,9.0,3.22
16376,0,4,11.17,77.0,19.25,8.74
16377,2,3,7.24,64.0,21.33,7.15
16378,1,5,6.92,76.0,15.2,6.4
16379,0,6,7.48,76.0,12.67,7.0
16380,0,2,1.76,10.0,5.0,10.42
16381,2,4,7.78,56.0,14.0,8.45
16382,6,1,6.25,48.0,48.0,7.81
16383,5,3,3.18,39.0,13.0,5.37
16384,2,2,3.18,24.0,12.0,7.92
16385,0,4,7.04,56.0,14.0,8.01
16386,3,1,0.65,6.0,6.0,6.5
16387,3,3,6.94,54.0,18.0,7.97
16388,3,2,1.66,21.0,10.5,4.78
16389,2,3,2.02,68.0,22.67,1.96
16390,5,2,5.22,35.0,17.5,9.41
16392,3,5,10.48,110.0,22.0,5.57
16393,3,5,7.84,116.0,23.2,5.1
16394,3,3,2.2,32.0,10.67,3.7
16395,4,3,4.59,76.0,25.33,5.48
16396,2,3,2.74,27.0,9.0,5.42
16397,0,1,0.67,5.0,5.0,8.08
16398,0,4,4.17,39.0,9.75,6.24
16399,2,1,1.54,13.0,13.0,7.11
16400,2,3,3.7,29.0,9.67,7.59
16401,1,6,9.13,83.0,13.83,6.99
16402,2,4,5.54,95.0,23.75,5.17
16403,0,5,7.11,62.0,12.4,8.02
16404,6,1,1.05,12.0,12.0,5.24
16407,0,2,2.92,35.0,17.5,4.98
16408,0,12,21.58,205.0,17.08,6.82
16409,0,3,7.72,90.0,30.0,5.27
16410,5,1,1.22,7.0,7.0,10.48
16411,1,3,3.25,24.0,8.0,9.1
16413,3,1,2.66,17.0,17.0,9.37
16414,2,4,5.26,40.0,10.0,8.38
16415,2,5,6.89,61.0,12.2,6.77
16416,1,2,3.37,30.0,15.0,6.58
16417,6,1,0.82,6.0,6.0,8.18
16418,2,2,2.72,32.0,16.0,5.32
16419,0,1,0.61,5.0,5.0,7.34
16422,0,1,2.89,42.0,42.0,4.13
16423,0,1,2.59,20.0,20.0,7.76
16424,0,1,0.82,10.0,10.0,4.91
16427,0,1,1.91,20.0,20.0,5.74
16430,0,1,1.53,10.0,10.0,9.17
16432,0,1,0.4,5.0,5.0,4.75
16433,0,1,1.86,27.0,27.0,4.14
16436,0,1,1.73,16.0,16.0,6.49
16437,5,2,2.2,24.0,12.0,5.98
16438,7,1,2.1,13.0,13.0,9.68
16439,5,2,4.96,37.0,18.5,8.68
16440,1,2,14.61,121.0,60.5,6.94
16443,1,6,5.97,167.0,27.83,3.96
16444,2,3,3.08,43.0,14.33,5.79
16446,2,2,1.98,21.0,10.5,5.0
